Feat01,Feat02,Feat03,Feat04,Feat05,Feat06,Feat07,Feat08,Feat09,Feat10,Target
1,1958559.9,1916.7765,51324,420.21304,177.97551,0.26972002,13.486,0.13486001,1.2481332,611
1,2317618.8,3169.7468,35424,1419.5886,10.965094,0.83350945,13.891824,0.13891824,1.2422783,492
1,56470.414,5479.894,39865,606.3794,168.653,0.0,13.984835,0.13984835,1.2409365,469
1,70382.07,10852.99,0,577.8927,579.50525,0.53073686,0.13268422,0.39805263,1.2512722,690
1,2467196.0,2590.5378,8595,311.18643,455.43445,0.13603804,13.603803,0.40811408,1.2464336,573
0,30596.94,5979.5986,16160,494.38852,63.35758,0.27683353,0.0,0.4152503,1.2430018,505
0,63667.89,916.1598,36855,524.57983,280.2558,0.14575589,0.14575589,0.43726766,1.2324138,351
1,28501.703,2157.5405,10476,1432.9326,73.67659,0.14985037,0.0,0.14985037,1.2265066,291
1,2548557.5,3338.8367,53970,1249.5099,716.54626,0.26151693,13.075847,0.3922754,1.2540505,771
0,88704.195,2947.8633,6137,646.0,9.38933,0.29032305,0.14516152,0.43548456,1.2332712,361
0,52058.555,1398.8123,7182,0.0,44.208176,0.16282234,0.0,0.16282234,1.207792,171
1,66763.125,4353.379,63495,765.2764,14.504702,0.5252056,0.1313014,0.39390418,1.2532672,747
1,22583.285,3974.203,20880,548.3357,444.00443,0.13778532,0.13778532,0.13778532,1.2439128,522
0,264300.44,8518.034,13776,532.34576,363.4833,0.41675472,0.0,0.41675472,1.2422783,492
0,3145143.8,5763.7007,38352,961.06396,384.06912,0.5206055,0.13015138,0.3904541,1.2549263,799
1,86576.586,1381.3988,8988,537.4942,131.44568,0.44303715,0.0,0.44303715,1.2296392,321
0,102984.02,8980.108,0,1082.1664,677.07227,0.2597987,12.989935,0.12989935,1.2552899,811
0,99730.09,13315.03,24990,692.68176,255.77942,0.12944928,0.12944928,0.12944928,1.2559392,833
1,1531.97,1674.5043,57174,2111.7698,614.7764,0.39488515,0.13162838,0.13162838,1.2527955,733
1,33207.637,2145.7166,17430,1012.36554,241.18011,0.27156383,13.578192,0.13578191,1.2468032,581
0,1942.512,7896.489,22074,642.35034,125.73849,0.54506356,0.13626589,0.40879765,1.246105,566
0,54032.55,1092.3041,7328,756.63727,131.38939,0.15543102,0.0,0.46629307,1.2184554,229
1,87737.11,632.5507,33336,322.76154,133.11841,0.42030185,0.14010063,0.14010063,1.2405726,463
0,15202.803,154.45953,9765,471.38943,69.87184,0.31348467,0.15674233,0.470227,1.2165637,217
1,13903.461,2029.2289,6318,730.6648,168.11545,1.1660471,0.14575589,0.43726766,1.2324138,351
1,6680.52,11970.172,23859,2419.9792,657.46094,0.65933406,0.13186681,0.13186681,1.2524514,723
0,1092251.1,3587.7642,0,480.09998,121.68781,0.14962041,14.962042,0.14962041,1.2268384,294
1,185424.72,3917.187,11730,335.57117,525.6526,0.3915501,0.1305167,0.3915501,1.2543993,782
0,96489.36,679.26385,62880,1682.1415,298.82755,0.13042985,0.0,0.13042985,1.2545246,786
0,48464.79,1222.2405,9063,126.0952,130.14252,0.49432316,0.16477439,0.16477439,1.2049758,159
0,8269.404,1290.4792,5056,804.4675,61.33604,0.16494587,16.494587,0.4948376,1.2047285,158
1,10730.808,1049.552,28692,1355.097,254.09499,0.39058155,0.0,0.39058155,1.254865,797
0,5521.593,3757.2297,15582,250.39769,339.41663,0.5783521,0.0,0.14458802,1.2340987,371
0,36091.44,3630.1387,10540,281.70908,150.23758,0.0,14.844344,0.14844345,1.2285364,310
0,39309.27,942.90936,0,502.24695,116.28971,0.5031156,16.77052,0.5031156,1.2007476,143
1,243402.39,4343.993,32445,805.5433,713.4433,0.26383,0.0,0.395745,1.2523819,721
1,69794.3,4781.68,19266,1511.3755,101.410614,0.13883999,0.0,0.13883999,1.2423912,494
0,2033935.2,8184.851,33600,1244.5079,375.80368,0.39039057,13.01302,0.13013019,1.2549568,800
1,45829.938,7100.157,17556,1355.9469,344.54575,0.78103554,0.1301726,0.1301726,1.2548957,798
1,53824.23,5136.068,19488,382.8394,16.859873,0.4281828,0.1427276,0.1427276,1.2367827,406
0,50201.71,3563.376,17006,528.2547,622.8097,0.39214256,0.1307142,0.1307142,1.2541144,773
0,197674.55,7958.181,0,364.8068,87.87195,0.13296774,0.13296774,0.13296774,1.2508632,679
1,21154.848,294.82462,19296,347.27512,152.94185,0.13728468,0.13728468,0.41185403,1.2446351,536
0,44756.71,1783.0844,9936,366.24582,81.3403,0.8539873,0.14233121,0.42699364,1.2373545,414
1,971866.3,1618.0133,41175,967.9669,286.62476,0.63947415,0.0,0.38368452,1.2581818,915
1,86095.39,518.9405,20070,2154.1086,423.6711,0.28167748,14.083875,0.42251623,1.2395077,446
1,42154.1,7443.0356,56133,2835.714,851.5764,0.25666216,0.12833108,0.12833108,1.2575524,891
0,235292.2,3701.7031,30400,1307.6697,411.76022,0.27920035,13.960017,0.13960017,1.2412945,475
1,22163.988,3250.9504,37848,1160.4275,370.73456,0.27736944,0.0,0.41605413,1.2426153,498
0,159556.47,117.214386,0,620.64484,53.121563,0.17627889,0.17627889,0.17627889,1.1883783,107
0,658.119,979.81934,7770,386.24344,53.879333,0.7625638,0.15251277,0.4575383,1.2226657,259
0,3981.868,2107.9163,5852,368.01086,314.13367,0.28427336,14.213669,0.14213668,1.2376351,418
0,159047.06,1416.6952,2332,349.44528,79.52569,0.78658575,0.0,0.47195143,1.2157344,212
1,3094925.0,2075.3472,31863,857.49634,400.4655,0.38932526,12.977509,0.12977509,1.2554692,817
0,413075.94,66.15317,0,456.70013,11.090855,0.53241247,17.747082,0.53241247,1.1866587,103
0,1356568.1,3398.2686,28440,696.68933,29.456898,0.13964126,0.0,0.41892377,1.2412353,474
0,877.448,2457.762,3304,0.0,192.36018,0.154707,0.154707,0.154707,1.2195001,236
0,18431.688,190.47263,23080,936.81213,108.38376,0.40772822,0.0,0.13590941,1.2466192,577
1,211953.5,6237.67,28480,1012.5611,87.150024,0.42264986,14.088328,0.42264986,1.2394434,445
1,50629.293,5567.5024,25380,267.37054,333.01865,0.70948434,0.14189686,0.14189686,1.2379812,423
0,1204962.8,1060.291,30480,761.24963,275.6607,0.57613647,0.0,0.14403412,1.2348977,381
0,105.6,231.36937,3840,186.22566,95.13774,0.86393213,0.0,0.17278643,1.193417,120
1,97390.72,5743.173,40062,295.64844,549.31537,0.53991824,0.0,0.4049387,1.2479607,607
0,6350.256,2262.8052,9576,815.38214,1.2787366,0.0,0.0,0.15553683,1.2183028,228
1,992085.25,277.0399,21615,1189.4536,280.44403,0.43018094,0.0,0.14339365,1.2358217,393
1,122347.01,7625.899,28170,429.0035,796.7608,0.3824182,12.7472725,0.3824182,1.2587907,939
1,52110.914,1105.1909,9282,178.39282,30.554077,0.31258973,0.15629487,0.46888462,1.2172092,221
0,25963.08,2020.0016,33150,2018.2844,162.5473,0.5640707,0.0,0.14101768,1.2392496,442
1,75417.24,6775.413,8912,1416.0509,314.4586,0.27312833,13.656416,0.13656417,1.2456746,557
0,21505.76,8329.442,35630,1173.1735,3.6931775,0.0,0.0,0.4147973,1.2432197,509
0,259855.2,19706.96,54000,300.0,545.9595,0.0,0.0,0.38449734,1.2577909,900
1,152726.64,1224.4615,11620,2016.6804,615.7608,0.38852927,0.12950976,0.38852927,1.255852,830
1,2670.03,2328.7747,25172,2308.7163,778.8789,0.5127362,0.12818405,0.12818405,1.2577646,899
0,2064169.9,5628.619,32480,1033.9517,93.17366,0.42017487,0.1400583,0.1400583,1.2406336,464
1,65254.266,9625.586,73416,932.4162,870.0735,0.6350687,0.12701374,0.38104123,1.2594529,966
0,404826.44,2562.3477,25218,1383.0518,325.49496,0.41979593,0.13993198,0.13993198,1.2408159,467
1,2814971.0,8162.396,8833,510.0706,392.59723,0.52026737,13.006684,0.39020053,1.2550483,803
0,10924.914,7330.214,62916,1067.3467,427.3272,0.39376596,13.125532,0.39376596,1.2533337,749
0,2648.646,1770.9114,9408,291.4893,157.42888,0.59848166,14.962042,0.14962041,1.2268384,294
0,718323.7,1338.5087,24840,751.8298,262.12363,0.27346507,13.673254,0.41019762,1.2454317,552
0,31509.885,782.8518,17940,297.1868,339.89362,0.14612311,14.612311,0.43836933,1.231884,345
0,606957.4,1153.148,19608,315.30304,302.12762,0.43855536,0.14618511,0.14618511,1.2317945,344
1,11035.2,3975.1191,0,0.0,193.65257,0.89325225,0.14887537,0.14887537,1.2279133,304
1,16922.906,765.143,9630,0.0,166.06342,0.4712553,0.1570851,0.1570851,1.2160691,214
0,10347.744,892.04724,12300,332.96246,149.33728,0.16393802,0.0,0.49181405,1.2061825,164
0,4917.352,7437.264,27132,1067.4943,183.26033,0.13385448,0.13385448,0.13385448,1.2495838,646
0,1942.149,1568.8893,5496,226.9912,31.74444,0.15543102,0.0,0.15543102,1.2184554,229
1,354.64,1366.0358,5580,267.2527,13.430773,0.515439,17.1813,0.515439,1.1948212,124
0,109944.695,3474.0742,10412,351.141,331.23395,0.54747456,0.13686864,0.13686864,1.2452353,548
0,596621.0,1942.0958,4880,609.19946,162.99333,0.6156528,0.1539132,0.1539132,1.2206452,244
1,5065.896,3266.9282,19344,1227.4364,87.01845,0.65685403,0.0,0.39411244,1.253167,744
0,47973.355,3143.8975,17238,1597.8085,215.05629,0.14101768,0.0,0.42305303,1.2392496,442
0,3608734.5,10968.65,0,2111.4546,512.60156,0.38675082,0.12891695,0.38675082,1.2567072,860
1,169648.64,1716.8969,43605,871.6054,633.3705,0.0,0.12696373,0.12696373,1.2595251,969
0,65980.33,3993.4182,28611,1302.6991,205.36723,0.2728617,0.13643084,0.13643084,1.2458669,561
1,44480.438,2971.5188,7774,674.37305,89.13486,0.14924385,14.924385,0.44773155,1.2273817,299
1,69819.91,1232.5166,31416,842.3966,262.82568,0.4457586,0.0,0.14858621,1.2283305,308
1,4386.404,7405.1904,36528,2206.8982,443.57004,0.39294618,0.0,0.39294618,1.2537279,761
1,1413710.0,993.8495,15408,465.8283,225.48445,0.5907162,0.0,0.14767905,1.2296392,321
1,12945.504,3091.2373,24960,1142.1804,95.9994,0.28446728,0.0,0.14223364,1.2374953,416
1,994975.0,1092.1853,70830,1262.4084,190.11235,0.5216329,0.0,0.13040823,1.2545557,787
0,2225.85,7459.466,31950,1199.0621,454.49594,0.5287323,0.13218307,0.39654922,1.2519952,710
0,738135.06,919.9378,20160,602.3952,371.67017,0.2686107,0.0,0.40291604,1.2489334,630
0,95689.7,1930.5803,3320,273.31302,299.29465,0.58779144,0.14694786,0.14694786,1.230694,332
0,21906.455,3716.6055,16224,1415.6278,27.98811,0.29312423,14.656211,0.43968633,1.2312506,338
0,219110.89,1523.8148,49764,439.34497,467.79028,0.2622816,13.114079,0.39342237,1.2534989,754
0,28191.734,3857.9077,15165,1028.0233,77.22064,0.43987736,0.0,0.43987736,1.2311587,337
1,30725.408,2570.21,27576,704.5339,103.4507,0.57570237,0.0,0.14392559,1.2350543,383
0,197581.61,1733.0707,2576,304.52585,130.81418,0.4933071,0.0,0.1644357,1.2054645,161
1,57.552,681.30536,2616,236.23717,8.730997,0.15662946,0.0,0.46988836,1.2167265,218
1,79732.95,30.207542,30560,234.53784,178.4462,0.28795952,0.14397976,0.14397976,1.2349762,382
0,1633690.0,3671.1929,33936,689.2779,380.96457,0.54003847,0.0,0.40502885,1.2479173,606
1,178316.42,8629.001,46800,397.7235,18.18793,0.2550495,12.752475,0.38257423,1.2587157,936
0,849584.75,2501.193,0,1287.8179,349.56644,0.38920176,0.12973392,0.38920176,1.2555286,819
1,669753.75,364.34332,7728,325.55185,169.55693,0.64361084,16.090271,0.48270813,1.2105615,184
1,62358.12,5122.3086,36924,1491.3511,259.09613,0.5481623,0.13704057,0.4111217,1.2449872,543
1,4546.08,1231.7726,53136,332.7161,306.8922,0.41675472,0.13891824,0.13891824,1.2422783,492
1,103983.88,3383.772,0,1307.5045,53.517166,0.13141729,0.13141729,0.39425185,1.2531,742
1,191395.38,3095.7952,24600,2147.673,514.1318,0.38914016,0.12971339,0.38914016,1.2555581,820
1,116756.77,6689.6313,10696,995.0598,470.81244,0.65457296,13.091459,0.3927438,1.2538252,764
0,1923242.2,3898.2434,6270,1226.7029,262.79065,0.5685467,0.0,0.42641005,1.2376351,418
1,26607.504,6942.5034,35420,3197.5215,262.78482,0.26782012,13.391006,0.40173018,1.2495036,644
0,59558.4,4669.3706,10400,1527.3507,16.807636,0.52052075,0.13013019,0.13013019,1.2549568,800
0,1753602.2,585.14246,0,360.93628,96.68172,0.5433821,13.584553,0.13584553,1.2467114,579
1,127113.52,7226.709,46400,350.0357,176.34663,0.9227316,13.181879,0.39545637,1.2525207,725
0,1914.0,1590.1299,30000,380.0,232.79765,0.5721262,14.303155,0.14303155,1.2363441,400
0,126420.98,4155.943,21056,0.0,255.56898,0.1443087,0.0,0.4329261,1.2345016,376
1,4558.301,8420.836,15824,817.65765,582.4428,0.3799058,0.0,0.3799058,1.2599989,989
0,65639.86,5800.2207,23010,2769.0503,337.91888,0.81299466,0.0,0.1354991,1.2472111,590
0,38052.465,2313.7993,5550,149.61618,30.895498,0.1607625,16.07625,0.48228753,1.2107638,185
0,1069.497,896.4168,99720,461.23312,470.36475,0.25897914,12.9489565,0.12948957,1.2558811,831
0,44832.36,86.31092,16484,1139.4875,248.51912,0.4438591,0.0,0.4438591,1.229244,317
1,20489.217,283.27325,0,620.64484,54.78791,0.52883667,0.17627889,0.52883667,1.1883783,107
1,207516.14,13089.021,36384,0.0,746.0764,0.13104986,13.104986,0.39314958,1.25363,758
0,1046809.75,1426.8308,4416,598.0769,178.48955,0.45314476,15.104826,0.15104826,1.2247784,276
1,3178.56,3830.2861,15680,0.0,110.903,0.27292812,0.0,0.40939218,1.245819,560
0,4703.512,1653.3033,46104,841.8646,118.50455,0.12809297,0.0,0.12809297,1.257896,904
1,162084.12,3344.063,18600,975.86884,241.60963,0.38288823,0.0,0.12762941,1.2585647,930
1,261129.12,11073.8955,20644,422.67007,641.8058,0.5210312,13.02578,0.1302578,1.2547728,794
0,30547.979,2562.2302,21385,943.1946,71.15215,0.73572063,0.0,0.4414324,1.2304109,329
0,1407704.6,373.13892,37008,1020.2206,80.35326,0.96655405,0.13807915,0.13807915,1.2434889,514
1,94350.96,7867.5005,41154,483.66104,107.81838,0.5275635,0.13189088,0.39567265,1.2524167,722
0,60520.68,9461.666,39150,2123.6948,594.9534,0.64362544,0.0,0.1287251,1.256984,870
0,64914.926,1892.4197,6006,455.9605,148.64081,0.31044245,0.0,0.15522122,1.2187581,231
0,62232.94,7969.693,20580,0.0,321.00586,0.2779938,13.89969,0.1389969,1.242165,490
1,23478.84,399.51047,8820,867.5483,157.06085,0.39474356,0.0,0.39474356,1.2528635,735
0,4692.842,5608.779,51116,2131.9924,850.4462,0.38019878,12.673293,0.38019878,1.2598581,983
1,260563.22,376.44812,7425,1233.1423,105.734116,0.4913244,0.0,0.1637748,1.2064179,165
1,7658.816,1588.4274,9152,795.9899,114.559944,0.16206184,0.0,0.16206184,1.2088892,176
1,22778.316,377.82794,20162,633.14136,211.53462,0.13540605,0.13540605,0.13540605,1.2473454,593
0,818816.9,429.67728,31616,577.8789,63.44619,0.6942,0.13883999,0.13883999,1.2423912,494
0,235541.92,5900.886,36330,2733.7886,162.93369,0.27578965,13.789482,0.13789482,1.2437549,519
1,335208.72,11031.434,75660,2740.7444,535.7804,0.38084134,12.694712,0.12694712,1.259549,970
1,3532.045,5636.035,36204,581.2951,98.35405,0.28304124,0.14152062,0.42456186,1.238524,431
1,89034.24,9525.561,27524,595.7038,916.4572,0.63366467,0.12673293,0.12673293,1.2598581,983
0,43337.25,4640.1636,33475,635.42114,56.1636,0.6902105,0.0,0.13804209,1.2435424,515
1,183351.62,10083.877,22678,2582.6343,214.60297,0.93298626,0.13328375,0.39985126,1.2504072,667
0,63454.426,3244.3528,15822,823.05286,22.790598,0.27124825,13.562412,0.40687236,1.2470309,586
1,43814.848,849.3191,9408,329.26584,17.796808,0.62386477,0.0,0.46789858,1.2176834,224
1,22188.86,1291.6208,5236,763.60986,57.10885,0.17303662,0.17303662,0.17303662,1.193056,119
0,7966.2,1028.2067,11928,536.634,11.310645,0.56701887,14.175471,0.14175472,1.2381862,426
1,26822.4,37.152027,18000,560.0,12.155033,0.8581893,0.0,0.42909464,1.2363441,400
0,101440.35,3178.0278,16500,914.6311,17.249727,0.13680044,0.13680044,0.4104013,1.2453338,550
0,289490.6,2975.3496,38745,704.22723,75.00998,0.25779527,0.0,0.12889764,1.2567351,861
1,123313.97,5564.836,13566,498.06024,546.3481,0.3808912,0.12696373,0.12696373,1.2595251,969
0,56304.535,6412.983,0,608.19403,61.560364,0.28495738,14.2478695,0.14247869,1.2371417,411
1,1385724.9,4174.0176,10016,636.905,140.38335,0.5929261,0.14823152,0.44469458,1.2288421,313
0,36528.395,4013.6768,27455,431.33282,268.80136,0.14754371,0.0,0.14754371,1.2298344,323
0,1898350.8,1157.779,16290,1258.3275,367.5925,0.5481623,0.13704057,0.13704057,1.2449872,543
0,9079.356,720.4488,41184,702.99927,102.93221,0.38686696,0.0,0.12895565,1.2566514,858
0,173019.61,16993.045,0,1765.5548,510.85724,0.5062178,0.0,0.12655444,1.2601156,994
1,20717.137,2606.0903,12992,947.789,4.311522,0.2801166,14.005829,0.42017487,1.2406336,464
0,70399.56,8002.0205,38496,1019.50574,78.284325,0.13008793,13.008792,0.39026377,1.2550179,802
1,254828.64,9134.998,22848,1828.2057,173.31699,0.25959143,12.979572,0.38938716,1.2554394,816
0,1775377.2,9688.998,22144,0.0,547.2941,0.53053313,0.13263328,0.39789984,1.2513456,692
1,91092.0,12052.069,21210,1196.5262,351.8166,0.2645142,0.1322571,0.3967713,1.2518884,707
1,113352.09,3238.3926,23712,449.63986,26.969534,0.5379127,0.13447818,0.13447818,1.248684,624
1,1811147.0,5037.4043,12208,1336.3593,58.712734,0.56516,14.128999,0.42386997,1.2388567,436
1,35076.04,3898.766,12194,259.8769,108.38214,0.5593934,0.0,0.13984835,1.2409365,469
1,15991.118,4029.206,0,0.0,33.03947,0.0,0.0,0.14441985,1.2343413,374
1,121008.89,10837.979,29784,1894.227,830.7198,0.25722262,0.12861131,0.38583392,1.2571481,876
1,111260.95,2900.3667,8944,296.7558,336.39685,0.29237023,0.0,0.43855536,1.2317945,344
0,63869.664,7320.848,45543,847.9976,70.10602,0.13015138,0.0,0.3904541,1.2549263,799
0,48272.4,4362.6143,16960,1035.9778,80.35947,0.6874859,0.13749717,0.4124915,1.2443285,530
1,20781.42,2904.3074,41625,612.5194,32.69178,0.8197877,0.13663128,0.40989384,1.2455778,555
0,995347.94,1164.0071,8775,504.7772,16.62564,0.14740945,0.0,0.14740945,1.2300282,325
1,211642.84,4557.3174,64676,1575.2828,104.229706,0.12909202,12.909203,0.12909202,1.2564546,851
0,78450.24,3221.203,41496,726.0413,68.090935,0.28080055,14.040029,0.14040028,1.2401402,456
1,106987.19,2713.9966,13034,785.74805,655.47205,0.13278665,0.0,0.13278665,1.2511244,686
0,29826.72,7122.8364,9240,245.92682,332.24435,0.42612094,0.0,0.14204031,1.2377741,420
0,711520.75,8037.87,19614,475.424,142.71921,0.5597279,13.993198,0.13993198,1.2408159,467
1,8723.0,2846.0955,10370,1135.1761,198.44328,0.29760525,0.0,0.44640785,1.2280183,305
1,158920.44,15743.236,0,1199.5275,469.85626,0.2547043,12.735215,0.38205647,1.2589648,946
1,11426.448,8113.8013,0,340.84894,272.13998,0.28585917,0.0,0.42878875,1.2364912,402
1,7686.393,7675.404,16302,353.8771,695.1252,0.39432174,0.13144058,0.13144058,1.2530664,741
1,1231002.1,467.238,18768,553.6642,229.79175,0.4304959,0.0,0.4304959,1.2356703,391
1,3276653.5,15096.169,48216,2053.996,359.34912,0.25779527,0.12889764,0.38669288,1.2567351,861
1,7413.406,343.82233,11830,1025.296,63.40051,0.32237232,0.16118616,0.16118616,1.2101526,182
0,10507.86,2467.3027,23058,1405.845,41.503468,0.273669,0.0,0.4105035,1.2452846,549
0,33703.65,3834.7917,14118,1426.9723,76.82923,0.14510326,14.510325,0.43530977,1.2333553,362
0,10348.052,10143.218,82440,1029.0267,740.0024,0.12787697,0.12787697,0.3836309,1.2582076,916
0,25051.025,3574.5532,18624,955.28845,256.07205,0.14985037,0.0,0.44955114,1.2265066,291
1,123802.97,39.228848,7155,349.44528,369.4078,0.55807334,13.951834,0.41855502,1.2414126,477
0,49592.3,3120.3767,84384,711.5504,326.9122,0.38566434,0.0,0.12855478,1.2572297,879
0,62825.4,10100.265,20520,1647.3524,480.18863,0.544541,0.0,0.13613525,1.2462934,570
0,66141.51,15629.029,52195,1232.2338,775.6811,0.38190246,12.7300825,0.38190246,1.2590388,949
1,20835.145,1307.5336,4424,201.11688,140.8973,1.1546211,16.494587,0.16494587,1.2047285,158
0,24761.88,802.3641,25012,558.2902,143.06772,0.38124216,12.708072,0.12708072,1.2593564,962
0,1062416.2,4553.9453,8226,598.57166,449.6442,0.70178556,14.035711,0.1403571,1.2402025,457
1,156204.34,5970.145,46416,497.546,74.80663,0.38099116,0.0,0.38099116,1.259477,967
1,15640.812,1218.9076,10160,1014.2485,5.304935,0.1711102,0.1711102,0.5133306,1.1958352,127
1,23.727,9526.4375,10066,804.42523,109.76996,0.5278534,13.196336,0.13196336,1.2523122,719
1,8105.328,848.6927,13158,192.74854,25.932247,0.4578084,0.1526028,0.1526028,1.2225357,258
1,33407.926,10991.672,52990,440.21814,466.09692,0.39321762,0.13107254,0.13107254,1.2535974,757
0,20186.87,346.1563,9480,414.80356,150.1721,0.0,0.0,0.4948376,1.2047285,158
0,332987.44,2712.8872,0,0.0,29.827318,0.62386477,0.0,0.46789858,1.2176834,224
0,172170.8,750.8397,18220,1569.5044,753.5736,0.12796654,0.12796654,0.3838996,1.2580783,911
0,172969.27,994.3617,55148,1025.2102,242.56024,0.64949673,12.989935,0.12989935,1.2552899,811
1,4178.79,4842.221,13668,801.9975,334.64322,0.42878875,0.14292958,0.42878875,1.2364912,402
0,2137277.2,4489.069,31000,1893.0399,107.02189,0.13067006,0.13067006,0.39201015,1.254178,775
0,116499.04,5012.2017,30651,833.52026,187.21738,0.2703216,0.1351608,0.1351608,1.2476993,601
1,288391.16,10971.079,12236,1507.738,27.860552,0.77189475,0.12864913,0.38594738,1.2570935,874
0,347159.78,541.55096,33626,1603.867,338.2675,0.5065411,0.0,0.12663527,1.2599989,989
0,1962308.4,7395.196,28352,595.31506,427.82547,0.12842382,12.842382,0.12842382,1.2574186,886
1,188962.75,7126.1216,69312,1449.5682,402.92834,0.5117943,12.794858,0.38384572,1.2581043,912
1,19695.852,5006.833,19116,1129.1284,384.9258,0.13746154,0.13746154,0.13746154,1.24438,531
1,129394.98,5547.648,11700,1452.281,161.03502,0.52224135,13.056034,0.39168102,1.2543362,780
0,1730.916,6522.066,50220,1275.5892,85.7877,0.13653071,0.0,0.13653071,1.2457229,558
1,1443144.6,7262.3076,14346,395.23663,169.70882,0.5207754,13.019384,0.13019384,1.254865,797
0,30177.84,5803.7944,0,1601.5227,17.937622,0.5820622,14.551555,0.43654665,1.2327604,355
1,30165.695,2936.9387,26496,895.2676,398.23993,0.71165603,0.0,0.14233121,1.2373545,414
1,2262653.5,5297.1904,30464,1851.2698,907.747,0.25449938,0.0,0.3817491,1.2591126,952
1,31563.443,949.4194,27272,1324.0846,319.3281,0.13911565,0.0,0.41734692,1.2419935,487
1,345889.38,3267.103,8470,431.67117,161.15631,0.86290663,0.14381778,0.14381778,1.2352098,385
1,1798.61,3417.2236,12805,439.38593,670.8184,0.38010088,0.1267003,0.38010088,1.2599051,985
1,68930.43,3237.471,22722,1628.1584,504.48862,0.41132972,0.1371099,0.1371099,1.2448872,541
0,60179.594,1125.3627,21505,174.96571,213.15941,0.45917973,0.0,0.45917973,1.2218763,253
1,9513.504,1418.4338,24752,686.83624,55.932213,0.7249367,14.498734,0.14498734,1.2335225,364
1,714993.0,3632.7727,4572,1288.2686,212.74306,0.57613647,14.403412,0.14403412,1.2348977,381
1,301.312,1853.7183,3584,448.0,147.34099,0.45835274,0.15278424,0.45835274,1.222274,256
0,109992.63,7073.109,37680,420.26776,240.63759,0.39135453,0.13045152,0.13045152,1.2544934,785
0,130696.72,4679.4307,6860,1728.6458,604.8156,0.39835995,0.13278665,0.13278665,1.2511244,686
0,18.513,1156.7559,9180,841.1135,96.143814,0.16582544,16.582544,0.4974763,1.2034595,153
0,33402.58,1455.9857,17068,950.5788,222.99706,0.15324606,0.0,0.15324606,1.2216077,251
0,67312.67,10471.212,27288,825.954,703.1053,0.6552493,0.13104986,0.39314958,1.25363,758
0,16126.88,1447.6595,9240,701.99713,160.64212,0.4457586,14.858621,0.4457586,1.2283305,308
0,27674.152,726.19415,9040,601.33185,57.175175,0.15575026,0.15575026,0.15575026,1.2179949,226
0,8195.935,2672.5457,18414,1034.1063,327.81415,0.14637254,0.14637254,0.14637254,1.2315241,341
1,7943.76,908.6874,0,488.82513,68.66582,0.86644834,0.17328966,0.51986897,1.1926908,118
0,873267.7,1037.5441,3706,1328.8341,196.43741,0.15662946,15.662946,0.15662946,1.2167265,218
1,29327.76,2747.8726,7728,502.44205,215.59673,0.590445,0.14761125,0.44283375,1.229737,322
1,599.379,10.39402,3690,499.07416,94.58421,0.3441047,0.17205235,0.17205235,1.194476,123
1,3336957.8,13365.4375,11752,1082.3973,729.9058,0.25618595,12.809298,0.38427892,1.257896,904
0,69596.9,1279.5586,8019,187.0615,152.38272,0.46203166,0.0,0.46203166,1.2205048,243
0,84076.61,12612.474,13552,1182.2826,442.07996,0.5079215,12.698038,0.38094115,1.2595011,968
0,32779.46,3200.5613,13734,506.32794,184.79355,0.29455253,0.14727627,0.44182882,1.2302203,327
0,25220.053,13112.34,8520,758.91504,309.3839,0.51628983,0.12907246,0.12907246,1.2564828,852
0,128388.65,11113.015,42525,2151.8596,706.8924,0.3821079,12.736931,0.3821079,1.25894,945
1,49702.355,3245.3364,16692,1520.2632,36.46997,0.6698293,0.13396586,0.40189758,1.2494231,642
1,82057.26,6835.291,44408,0.0,709.53864,0.26055837,0.13027918,0.13027918,1.2547419,793
1,7278.304,5260.3,72384,3107.2354,172.44763,0.38299346,0.0,0.38299346,1.2585142,928
0,9161.064,6863.9346,38736,624.9704,70.20403,0.5199313,0.12998283,0.3899485,1.2551695,807
0,34843.16,3971.4539,18480,1761.9989,303.87442,0.28221583,14.110791,0.42332375,1.2391194,440
1,79729.32,434.13303,10982,1437.776,93.693794,0.14754371,0.14754371,0.44263116,1.2298344,323
1,125035.68,337.98755,48552,1203.3254,367.4713,0.7634982,0.12724969,0.3817491,1.2591126,952
0,34333.598,1818.3553,23788,0.0,193.17746,0.44469458,14.823153,0.44469458,1.2288421,313
0,25754.389,373.9851,3060,242.80856,13.804436,0.7913746,15.827493,0.15827493,1.2143526,204
0,69752.61,1027.5583,23883,307.04233,184.68022,0.7104421,0.14208843,0.14208843,1.2377048,419
0,612940.94,330.10635,6552,311.07556,157.73402,0.32658586,0.0,0.16329293,1.2071131,168
0,605.88,4086.087,57120,338.99854,454.6619,0.5317669,0.0,0.13294172,1.2509006,680
1,105943.41,5483.004,4901,931.9914,337.7816,0.43276024,0.1442534,0.43276024,1.2345814,377
1,21538.242,5458.172,20416,1894.3997,560.4824,0.40223438,0.0,0.13407813,1.2492611,638
0,3026.1,4081.4226,11790,614.2312,329.3971,0.13360704,0.0,0.40082115,1.2499409,655
1,281458.6,8420.224,27412,0.0,691.6988,0.2535969,0.0,0.38039535,1.2597636,979
0,1308.835,1214.8333,0,520.92224,140.30237,0.45594576,0.15198192,0.15198192,1.2234315,265
